article_id,doc_id,title
02/2019/tt-bgdđt+2,02/2019/tt-bgdđt,"Điều 2. Bỏ cụm từ ""Anh hùng lao động trong thời kỳ kháng chiến"" tại điểm a khoản 2 Điều 7; thay thế cụm từ ""thí sinh là người dân tộc thiểu số rất ít người theo quy định hiện hành của Thủ tướng Chính phủ ""bằng"" thí sinh là người dân tộc thiểu số rất ít người theo quy định hiện hành của Chính phủ"" tại điểm i khoản 2 Điều 7; thay thế cụm từ ""Ủy ban TDTT"" bằng ""Tổng cục TDTT"" tại điểm b khoản 3 Điều 7; thay thế cụm từ ""các thôn, xã khó khăn, đặc biệt khó khăn"" bằng cụm từ ""các thôn, xã đặc biệt khó khăn"" tại gạch đầu dòng thứ 4 điểm b khoản 4 Điều 7;"
02/2019/tt-bgdđt+3,02/2019/tt-bgdđt,Điều 3. Thông tư này có hiệu lực thi hành kể từ ngày 15 tháng 04 năm 2019.
02/2020/qđ-ktnn+1,02/2020/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Quy trình kiểm toán của Kiểm toán nhà nước.
02/2020/qđ-ktnn+2,02/2020/qđ-ktnn,Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký và thay thế Quyết định số 08/2016/QĐ-KTNN  ngày 23/12/2016 của Tổng Kiểm toán nhà nước về việc ban hành Quy trình kiểm toán của Kiểm toán nhà nước.
03/2015/tt-bkhcn+1,03/2015/tt-bkhcn,"Điều 1. Ban hành kèm theo Thông tư này điều lệ mẫu về tổ chức và hoạt động của Quỹ phát triển khoa học và công nghệ của Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, tỉnh, thành phố trực thuộc Trung ương (sau đây gọi tắt là Quỹ)."
03/2015/tt-bkhcn+3,03/2015/tt-bkhcn,"Điều 3. Bộ trưởng, Thủ trưởng các cơ quan ngang bộ, Thủ trưởng các cơ quan trực thuộc Chính phủ, Chủ tịch Uỷ ban nhân dân tỉnh, thành phố trực thuộc trung ương có trách nhiệm ban hành các văn bản hướng dẫn hoạt động nghiệp vụ của Quỹ."
03/2016/tt-tandtc+1,03/2016/tt-tandtc,"Điều 1. Ban hành kèm theo Thông tư này Quy chế hoạt động của Hội đồng thi tuyển chọn Thẩm phán sơ cấp, Thẩm phán trung cấp, Thẩm phán cao cấp."
03/2016/tt-tandtc+2,03/2016/tt-tandtc,Điều 2. Thông tư này có hiệu lực thi hành từ ngày 17 tháng 3 năm 2016.
03/2016/tt-ttcp+8,03/2016/tt-ttcp,"Điều 8. Tiêu chuẩn, niên hạn cấp phát trang phục"
03/2018/qđ-ktnn+1,03/2018/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Hướng dẫn về bằng chứng kiểm toán.
03/2018/qđ-ktnn+2,03/2018/qđ-ktnn,Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký.
03/2018/tt-btttt+1,03/2018/tt-btttt,Điều 1. Ban hành kèm theo Thông tư này Định mức kinh tế - kỹ thuật về sản xuất chương trình truyền hình.
03/2019/qđ-ktnn+1,03/2019/qđ-ktnn,"Điều 1. Ban hành kèm theo Quyết định này Quy định trách nhiệm gửi báo cáo tài chính, báo cáo quyết toán ngân sách, dự toán kinh phí của các đơn vị được kiểm toán."
03/2019/qđ-ktnn+2,03/2019/qđ-ktnn,Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký.
03/2020/qđ-ktnn+1,03/2020/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Quy chế tổ chức và hoạt động Đoàn kiểm toán nhà nước.
03/2020/qđ-ktnn+2,03/2020/qđ-ktnn,Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký và thay thế Quyết định số 01/2016/QĐ-KTNN  ngày 20 tháng 06 năm 2016 của Tổng Kiểm toán nhà nước ban hành Quy chế Tổ chức và hoạt động Đoàn kiểm toán nhà nước.
03/2020/tt-btp+1,03/2020/tt-btp,Điều 1. Ban hành kèm theo Thông tư này Quy tắc nghề nghiệp trợ giúp pháp lý.
03/2020/tt-btp+3,03/2020/tt-btp,Điều 3. Thông tư này có hiệu lực thi hành kể từ ngày 15 tháng 6 năm 2020. Quyết định số 09/2008/QĐ-BTP ngày 08/12/2008 của Bộ trưởng Bộ Tư pháp ban hành Quy tắc nghề nghiệp trợ giúp pháp lý hết hiệu lực kể từ ngày Thông tư này có hiệu lực.
04/2016/qđ-ktnn+1,04/2016/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Quy định về quy tắc ứng xử của Kiểm toán viên nhà nước.
04/2016/qđ-ktnn+2,04/2016/qđ-ktnn,Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký và thay thế Quyết định số 62/QĐ-KTNN ngày 01/02/2013 của Tổng Kiểm toán nhà nước ban hành Quy định về quy tắc ứng xử của Kiểm toán viên nhà nước.
04/2017/tt-bnnptnt+1,04/2017/tt-bnnptnt,"Điều 1. Ban hành kèm theo Thông tư này Danh mục các loài động vật, thực vật hoang dã quy định trong các Phụ lục của Công ước về buôn bán quốc tế các loài động vật, thực vật hoang dã nguy cấp."
04/2017/tt-bnnptnt+2,04/2017/tt-bnnptnt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 10 tháng 4 năm 2017.
04/2017/tt-bnnptnt+3,04/2017/tt-bnnptnt,"Điều 3. Thông tư này thay thế Thông tư 40/2013/TT-BNNPTNT , ngày 5 tháng 9 năm 2013 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn Ban hành Danh mục các loài động vật, thực vật hoang dã quy định trong các Phụ lục của Công ước về buôn bán quốc tế các loài động vật, thực vật hoang dã nguy cấp."
05/2003/nđ-cp+1,05/2003/nđ-cp,"Điều 1. Nghị định này quy định về hợp tác quốc tế trong lĩnh vực phòng, chống ma tuý của Chính phủ Việt Nam, các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, cơ quan Trung ương của tổ chức chính trị - xã hội, tổ chức xã hội, Uỷ ban nhân dân các tỉnh, thành phố trực thuộc Trung ương (sau đây gọi chung là cơ quan, tổ chức của Việt Nam) với Chính phủ và các cơ quan Chính phủ của các nước, tổ chức quốc tế, tổ chức và cá nhân nước ngoài."
05/2003/nđ-cp+6,05/2003/nđ-cp,"Điều 6. Các cơ quan, tổ chức Việt Nam từ chối tương trợ tư pháp về hình sự đối với các vụ án về ma tuý theo quy định của Hiệp định tương trợ tư pháp Việt Nam đã ký kết với các nước."
05/2003/nđ-cp+13,05/2003/nđ-cp,"Điều 13. Bộ Nông nghiệp và Phát triển nông thôn có trách nhiệm phối hợp với ủy ban Dân tộc và các cơ quan, tổ chức hữu quan khác chỉ đạo việc hợp tác quốc tế về tuyên truyền, giáo dục, tổ chức xoá bỏ cây có chứa chất ma tuý, thực hiện các chương trình phát triển kinh tế - xã hội trợ giúp việc chuyển hướng sản xuất có hiệu quả, ổn định đời sống của nhân dân."
05/2003/nđ-cp+14,05/2003/nđ-cp,"Điều 14. Bộ Quốc phòng có trách nhiệm chỉ đạo lực lượng Bộ đội Biên phòng, Cảnh sát biển thực hiện nhiệm vụ hợp tác với cơ quan hữu quan tương ứng của nước khác theo quy định tại Chương VI Luật Phòng, chống ma tuý và của Nghị định này cũng như các quy định pháp luật khác có liên quan để phát hiện, ngăn chặn các hành vi mua bán, vận chuyển trái phép chất ma tuý, tiền chất, thuốc gây nghiện, thuốc hướng thần qua biên giới."
05/2003/nđ-cp+15,05/2003/nđ-cp,"Điều 15. Bộ Tài chính có trách nhiệm chỉ đạo Tổng cục Hải quan và lực lượng hải quan các cấp hợp tác với cơ quan phòng, chống ma tuý, cơ quan hải quan của các nước có chung đường biên giới với Việt Nam, tổ chức hải quan khu vực và các nước khác trong việc thực hiện nhiệm vụ phòng, chống mua bán, vận chuyển trái phép chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần qua biên giới theo quy định của pháp luật Việt Nam và các điều ước quốc tế đa phương, song phương mà Việt Nam ký kết hoặc tham gia."
05/2003/nđ-cp+16,05/2003/nđ-cp,"Điều 16. Bộ Ngoại giao có trách nhiệm phối hợp với các Bộ, ngành có liên quan trong việc nghiên cứu, đề xuất chủ trương đàm phán, ký kết và thực hiện các điều ước quốc tế về phòng, chống ma tuý."
05/2003/nđ-cp+17,05/2003/nđ-cp,"Điều 17. Bộ Tư pháp có trách nhiệm phối hợp với các Bộ, ngành có liên quan nghiên cứu, hoàn thiện pháp luật về hợp tác quốc tế trong phòng, chống ma tuý, bảo đảm sự phù hợp giữa pháp luật Việt Nam và các Công ước của Liên hợp quốc về phòng, chống ma tuý; tham gia xây dựng, thẩm định các văn bản quy phạm pháp luật về hợp tác quốc tế về phòng, chống ma tuý và tổ chức phổ biến các văn bản này trong cán bộ, công chức, nhân dân."
05/2003/nđ-cp+18,05/2003/nđ-cp,"Điều 18. Bộ Kế hoạch và Đầu tư, Bộ Tài chính trong phạm vi nhiệm vụ, quyền hạn của mình phối hợp với Bộ Công an thẩm định các đề án, dự án hợp tác quốc tế về phòng, chống ma tuý, trình Chính phủ, Thủ tướng Chính phủ xem xét, phê duyệt và có trách nhiệm bảo đảm kinh phí thực hiện các chương trình, kế hoạch, đề án, dự án về phòng, chống ma tuý đã được Chính phủ, Thủ tướng Chính phủ phê duyệt."
05/2003/nđ-cp+21,05/2003/nđ-cp,"Điều 21. Hàng năm cơ quan, tổ chức phối hợp với Bộ Công an lập kế hoạch hợp tác quốc tế trong lĩnh vực phòng, chống ma tuý do mình phụ trách trình Chính phủ phê duyệt; báo cáo tình hình thực hiện các chương trình, dự án hợp tác quốc tế, việc sử dụng các nguồn tài trợ của nước ngoài theo các quy định của pháp luật và gửi Bộ Công an để tổng hợp báo cáo Chính phủ."
05/2017/qđ-ktnn+1,05/2017/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Quy trình kiểm toán Chương trình mục tiêu quốc gia của Kiểm toán nhà nước.
05/2017/qđ-ktnn+2,05/2017/qđ-ktnn,"Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký, thay thế Quyết định số 02/2012/QĐ-KTNN ngày 04/04/2012 của Tổng Kiểm toán nhà nước về việc ban hành Quy trình kiểm toán Chương trình mục tiêu quốc gia."
05/2018/tt-bnv+1,05/2018/tt-bnv,"Điều 1. Mã số chức danh nghề nghiệp viên chức Âm thanh viên, Phát thanh viên, Kỹ thuật dựng phim, Quay phim thuộc chuyên ngành Thông tin và Truyền thông"
05/2019/tt-bgtvt+6,05/2019/tt-bgtvt,Điều 6. Thông tư này có hiệu lực kể từ ngày 15 tháng 03 năm 2019.
05/2019/tt-bkhcn+14,05/2019/tt-bkhcn,"Điều 14. Ghi thành phần, thành phần định lượng của hàng hóa trên nhãn hàng hóa (điểm 1 khoản 1 Phụ lục IV ban hành kèm theo Nghị định số 43/2017/NĐ-CP)"
05/2019/tt-btc+76,05/2019/tt-btc,Điều 76. Quy định chung
06/1999/nđ-cp+2,06/1999/nđ-cp,Điều 2. Nghị định này có hiệu lực sau 15 ngày kể từ ngày ký.
06/2011/tt-bgtvt+6,06/2011/tt-bgtvt,Điều 6. Chương trình bồi dưỡng kiến thức pháp luật về giao thông đường bộ
06/2016/tt-bgdđt+1,06/2016/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy chế tuyển sinh đi học nước ngoài.
06/2016/tt-bgdđt+2,06/2016/tt-bgdđt,Điều 2. Thông tư này có hiệu lực kể từ ngày 06 tháng 5 năm 2016. Thông tư này thay thế Thông tư số 01/2013/TT-BGDĐT ngày 29 tháng 01 năm 2013 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy chế tuyển sinh đi học nước ngoài.
06/2017/tt-btp+4,06/2017/tt-btp,Điều 4. Chương trình khung của khóa đào tạo nghề đấu giá
06/2018/tt-btc+2,06/2018/tt-btc,"Điều 2. Thay thế Mẫu 02 - Giấy rút vốn tạm ứng ngân quỹ nhà nước cho ngân sách cấp tỉnh, Mẫu 04 - Báo cáo tình hình tạm ứng ngân quỹ nhà nước ban hành kèm theo Thông tư số 30/2017/TT-BTC  bằng Mẫu 02 - Giấy rút vốn tạm ứng ngân quỹ nhà nước cho ngân sách cấp tỉnh, Mẫu 04 - Báo cáo tình hình tạm ứng ngân quỹ nhà nước ban hành kèm theo Thông tư này."
07/2015/qđ-ttg+1,07/2015/qđ-ttg,Điều 1. Ban hành kèm theo Quyết định này Quy chế quản lý và thực hiện Chương trình phát triển thương mại điện tử quốc gia.
07/2015/qđ-ttg+2,07/2015/qđ-ttg,Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày 20 tháng 4 năm 2015.
07/2016/qđ-ktnn+1,07/2016/qđ-ktnn,"Điều 1. Ban hành kèm theo Quyết định này Quy định về theo dõi, kiểm tra việc thực hiện kết luận, kiến nghị kiểm toán của Kiểm toán nhà nước."
07/2016/qđ-ktnn+2,07/2016/qđ-ktnn,"Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày, kể từ ngày ký. Quyết định số 1223/QĐ-KTNN ngày 06/7/2012 của Tổng Kiểm toán nhà nước ban hành Quy trình kiểm tra thực hiện kiến nghị kiểm toán của Kiểm toán nhà nước hết hiệu lực kể từ ngày Quyết định này có hiệu lực thi hành."
08/2013/tt-bgdđt+2,08/2013/tt-bgdđt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 22 tháng 4 năm 2013. Thông tư này thay thế Quyết định số 33/2004/QĐ-BGDĐT ngày 28/9/2004 của Bộ trưởng Bộ Giáo dục và Đào tạo về việc ban hành chương trình môn Triết học dùng cho học viên cao học và nghiên cứu sinh không thuộc chuyên ngành Triết học.
08/2020/tt-bgtvt+3,08/2020/tt-bgtvt,"Điều 3. Báo hiệu đường thủy nội địa được thiết lập mới sau ngày có hiệu lực của Thông tư này thì áp dụng theo quy định tại Thông tư này. Đối với báo hiệu đã được thiết lập trước ngày Thông tư này có hiệu lực, giao Cục trưởng Cục Đường thủy nội địa Việt Nam, Giám đốc Sở Giao thông vận tải căn cứ yêu cầu quản lý để xây dựng, công bố lộ trình điều chỉnh, thay thế, nâng cấp hệ thống báo hiệu đường thủy nội địa thuộc phạm vi quản lý đảm bảo phù hợp với quy định tại Thông tư này."
08/2021/tt-bgdđt+1,08/2021/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy chế đào tạo trình độ đại học.
08/2021/tt-bgdđt+2,08/2021/tt-bgdđt,"Điều 2. Thông tư này có hiệu lực thi hành từ ngày 03 tháng 5 năm 2021, áp dụng đối với các khóa tuyển sinh sau ngày thông tư có hiệu lực thi hành và thay thế Quyết định số 25/2006/QĐ-BGDĐT  ngày 26 tháng 6 năm 2006 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành quy chế đào tạo đại học và cao đẳng hệ chính quy; Quyết định số 43/2007/QĐ-BGDĐT  ngày 15 tháng 8 năm 2007 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành quy chế đào tạo đại học và cao đẳng hệ chính quy theo hệ thống tín chỉ; Thông tư số 57/2012/TT-BGDĐT  ngày 27 tháng 12 năm 2012 sửa đổi, bổ sung một số điều của quy chế đào tạo đại học và cao đẳng hệ chính quy ban hành kèm theo Quyết định số 43/2007/QĐ-BGDĐT  ngày 15 tháng 8 năm 2007 của Bộ trưởng Bộ Giáo dục và Đào tạo; Thông tư số 06/2017/TT-BGDĐT  ngày 15 tháng 3 năm 2017 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành quy chế đào tạo vừa làm vừa học trình độ đại học; Quyết định số 22/QĐ-BGDĐT ngày 26 tháng 6 năm 2001 của Bộ trưởng Bộ Giáo dục và Đào tạo quy định về đào tạo để cấp bằng tốt nghiệp đại học thứ hai; Thông tư số 10/2018/TT-BGDĐT  ngày 30 tháng 3 năm 2018 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành quy định về đào tạo bằng tốt nghiệp thứ 2 trình độ đại học, trình độ cao đẳng nhóm ngành đào tạo giáo viên; Thông tư số 07/2017/TT-BGDĐT  ngày 15 tháng 3 năm 2017 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành quy định về liên kết đào tạo trình độ đại học."
09/2016/qđ-ktnn+1,09/2016/qđ-ktnn,"Điều 1. Ban hành kèm theo Quyết định này Quy định trình tự lập, thẩm định, xét duyệt và tổ chức thực hiện kế hoạch kiểm toán tổng quát của cuộc kiểm toán do Kiểm toán nhà nước thực hiện."
09/2016/qđ-ktnn+2,09/2016/qđ-ktnn,"Điều 2. Quyết định này có hiệu lực thi hành sau 45 ngày kể từ ngày ký và thay thế Quyết định số 1530/QĐ-KTNN ngày 07/9/2012 của Tổng Kiểm toán nhà nước ban hành Quy định trình tự lập, thẩm định, phê duyệt và tổ chức thực hiện kế hoạch kiểm toán của cuộc kiểm toán."
09/2017/qđ-ktnn+1,09/2017/qđ-ktnn,Điều 1. Ban hành kèm theo Quyết định này Quy chế ủy thác hoặc thuê doanh nghiệp kiểm toán thực hiện kiểm toán.
09/2017/qđ-ktnn+2,09/2017/qđ-ktnn,"Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký, thay thế Quyết định 03/2011/QĐ-KTNN ngày 09/12/2011 của Tổng Kiểm toán nhà nước về việc ban hành Quy chế thuê hoặc ủy thác doanh nghiệp kiểm toán."
09/2017/tt-btc+1,09/2017/tt-btc,Điều 1. Ban hành kèm theo Thông tư này Quy chuẩn kỹ thuật quốc gia đối với máy bơm nước chữa cháy (đồng bộ thiết bị chữa cháy rừng) dự trữ quốc gia.
09/2017/tt-btc+2,09/2017/tt-btc,Điều 2. Thông tư này có hiệu lực kể từ ngày 10 tháng 8 năm 2017 và thay thế Thông tư số 41/2010/TT-BTC ngày 25/3/2010 của Bộ trưởng Bộ Tài chính ban hành Quy chuẩn kỹ thuật quốc gia về dự trữ nhà nước đối với máy bơm nước chữa cháy.
09/2018/tt-bgdđt+1,09/2018/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy định về quản lý Chương trình khoa học và công nghệ cấp bộ của Bộ Giáo dục và Đào tạo.
09/2018/tt-btc+2,09/2018/tt-btc,"Điều 2. Sửa đổi, bổ sung các khoản thu phí tại số thứ tự 1 và điểm b số thứ tự 2 Mục II của Biểu phí, lệ phí trong lĩnh vực quản lý chất lượng vật tư nuôi trồng thủy sản ban hành kèm theo Thông tư số 284/2016/TT-BTC ngày 14 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính như sau:"
09/2021/tt-bqp+1,09/2021/tt-bqp,"Điều 1. Ban hành kèm theo Thông tư này Quy chế quản lý, sử dụng trang thiết bị đào tạo tại các cơ sở đào tạo trong Quân đội."
09/2021/tt-bqp+2,09/2021/tt-bqp,"Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 01 tháng 3 năm 2021 và thay thế Quyết định số 24/2008/QĐ-BQP ngày 29 tháng 02 năm 2008 của Bộ trưởng Bộ Quốc phòng về việc ban hành Quy chế quản lý đầu tư, sử dụng trang thiết bị đào tạo trong nhà trường quân đội."
103/2002/nđ-cp+1,103/2002/nđ-cp,"Điều 1. Nghị định này quy định việc đền bù đối với cá nhân, gia đình, cơ quan, tổ chức bị thiệt hại (sau đây viết gọn là đối tượng bị thiệt hại) về tài sản; chế độ trợ cấp đối với cá nhân bị thiệt hại về tính mạng, bị thương tích, tổn hại về sức khoẻ do tham gia phòng, chống ma tuý."
103/2002/nđ-cp+3,103/2002/nđ-cp,"Điều 3. Cá nhân, gia đình, cơ quan, tổ chức nước ngoài, tổ chức quốc tế bị thiệt hại về tài sản, người nước ngoài bị thiệt hại về tính mạng, bị thương tích, tổn hại về sức khoẻ do tham gia phòng, chống ma tuý trên lãnh thổ Việt Nam được Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam đền bù hoặc thực hiện chế độ trợ cấp theo quy định của Nghị định này. Nếu các điều ước quốc tế có liên quan mà Việt Nam ký kết hoặc tham gia có quy định khác thì áp dụng theo điều ước quốc tế đó."
103/2002/nđ-cp+12,103/2002/nđ-cp,"Điều 12. Kinh phí để đền bù và trợ cấp nói trên được trích một phần từ Quỹ phòng, chống ma tuý, một phần do ngân sách nhà nước các cấp bảo đảm."
105/2018/nđ-cp+1,105/2018/nđ-cp,Điều 1. Ban hành kèm theo Nghị định này Điều lệ tổ chức và hoạt động của Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam.
105/2018/nđ-cp+2,105/2018/nđ-cp,Điều 2. Nghị định này có hiệu lực thi hành kể từ ngày ký ban hành và thay thế Nghị định số 212/2013/NĐ-CP ngày 19 tháng 12 năm 2013 của Chính phủ về Điều lệ tổ chức và hoạt động của Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam.
10/2005/nđ-cp+12,10/2005/nđ-cp,"Điều 12. Nghiêm cấm các cơ quan, đơn vị, tổ chức và cá nhân sản xuất, tàng trữ, vận chuyển, mua bán và sử dụng cờ hiệu hải quan, biểu tượng hải quan, hải quan hiệu, cấp hiệu, phù hiệu, trang phục và giấy chứng minh hải quan trái với quy định của Nghị định này."
10/2005/nđ-cp+13,10/2005/nđ-cp,"Điều 13. Nghị định này có hiệu lực sau 15 ngày, kể từ ngày đăng Công báo và thay thế Nghị định số 18/2000/NĐ-CP ngày 29 tháng 5 năm 2000 của Chính phủ quy định về hải quan hiệu, phù hiệu, cấp hiệu, biểu tượng, cờ truyền thống, cờ hiệu và trang phục của Hải quan Việt Nam."
10/2005/nđ-cp+14,10/2005/nđ-cp,Điều 14. Bộ Tài chính hướng dẫn thi hành Nghị định này.
10/2017/qđ-ktnn+2,10/2017/qđ-ktnn,"Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký, thay thế Quyết định số 04/2012/QĐ-KTNN ngày 06/4/2012 của Tổng Kiểm toán nhà nước ban hành Quy trình kiểm toán doanh nghiệp."
10/2017/qđ-ttg+1,10/2017/qđ-ttg,Điều 1. Ban hành kèm theo Quyết định này Quy chế quản lý và thực hiện Chương trình phát triển công nghiệp hỗ trợ.
10/2017/qđ-ttg+2,10/2017/qđ-ttg,Điều 2. Quyết định này có hiệu lực thi hành từ ngày 25 tháng 5 năm 2017.
10/2018/tt-bnnptnt+1,10/2018/tt-bnnptnt,Điều 1. Ban hành kèm theo Thông tư này Quy chuẩn kỹ thuật quốc gia thuốc thú y - Yêu cầu chung (QCVN01-187:2018/BNNPTNT).
10/2021/tt-bgdđt+1,10/2021/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy chế tổ chức và hoạt động của Trung tâm giáo dục thường xuyên.
10/2021/tt-bgdđt+2,10/2021/tt-bgdđt,Điều 2. Thông tư này có hiệu lực kể từ ngày 22 tháng 5 năm 2021. Thông tư này thay thế các quy định đối với Trung tâm giáo dục thường xuyên cấp tỉnh trong Quyết định số 01/2007/QĐ-BGD&ĐT ngày 02/01/2007 cửa Bộ trưởng Bộ Giáo dục và Đào tạo về việc ban hành Quy chế tổ chức và hoạt động của Trung tâm giáo dục thường xuyên.
110/2017/tt-btc+1,110/2017/tt-btc,"Điều 1. Sửa đổi, bổ sung Biểu mức thu phí thẩm định điều kiện kinh doanh trong hoạt động kiểm định kỹ thuật an toàn lao động; huấn luyện an toàn, vệ sinh lao động ban hành kèm theo Thông tư số 245/2016/TT-BTC ngày 11 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính như sau:"
112/2017/tt-btc+1,112/2017/tt-btc,"Điều 1. Sửa đổi, bổ sung phần III, IV, V, điểm 1 phần VI mục A Biểu phí kiểm định phương tiện phòng cháy, chữa cháy ban hành kèm theo Thông tư số 227/2016/TT-BTC  ngày 11 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính như sau:"
113/2017/tt-btc+1,113/2017/tt-btc,"Điều 1. Sửa đổi bổ sung điểm c, điểm đ mục 1 Điều 4 Thông tư số 202/2016/TT-BTC ngày 09 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính như sau:"
117/2007/qđ-ttg+4,117/2007/qđ-ttg,"Điều 4. Quyết định này có hiệu lực thi hành sau 15 ngày, kể từ ngày đăng Công báo. Quyết định này không áp dụng đối với các trường hợp đã hoàn tất việc mua nhà ở thuộc sở hữu nhà nước hoặc được giao đất làm nhà ở. Các quy định trước đây trái với Quyết định này đều bãi bỏ."
117/2018/tt-btc+1,117/2018/tt-btc,"Điều 1. Sửa đổi phần I; điểm c mục 1, mục 2 phần III; phần IV Biểu phí trong công tác an toàn vệ sinh thực phẩm ban hành kèm theo Thông tư số 279/2016/TT-BTC  ngày 14 tháng 11 năm 2016 của Bộ trưởng Bộ Tài chính như sau:"
117/2018/tt-btc+3,117/2018/tt-btc,Điều 3. Thông tư này có hiệu lực thi hành kể từ ngày 15 tháng 01 năm 2019.
119/2009/qđ-ttg+1,119/2009/qđ-ttg,"Điều 1. Ban hành kèm theo Quyết định này Quy chế chuyên gia nước ngoài thực hiện các chương trình, dự án ODA ở Việt Nam (gọi tắt là Quy chế chuyên gia nước ngoài)."
