query_id,so_dong,so_noi_dung_khac_nhau,text
5c6138d76f1d0c4aa3ba813effb6b3b6,2,1,Điều kiện đối với lao động đang làm việc trong doanh nghiệp nhỏ và vừa được hỗ trợ đào tạo nghề được quy định như thế nào?
5cf2eb257073be4a8e172b977441e4de,2,1,Cha mẹ ép con vào học ở trường Luật thì có vi phạm pháp luật không?
5d6438f0316a1f790d2eabaae5f150bb,2,1,"Quyền, nghĩa vụ của nhà đầu tư tham gia vào quỹ đầu tư chứng khoán quy định như thế nào?"
5ed912c928f7db87750e187548384f53,2,1,Nhiệm vụ của Hội đồng tư vấn chuyên môn đánh giá nguyên nhân tai biến nặng trong quá trình sử dụng vắc xin cấp tỉnh được quy định như thế nào?
607143aae400d0f697a45b8ab7de9c9c,2,1,"Xây dựng tiêu chí, công nhận tổ chức, cá nhân thuộc mạng lưới tư vấn viên hỗ trợ doanh nghiệp nhỏ và vừa được quy định như thế nào?"
60cddffd71f5ca0d7fbc45ca65824f30,2,1,Ban chỉ huy quân sự cấp xã được có bao nhiêu Phó chỉ huy?
613f67fcbba0f17381b95cc3ed7485de,2,1,CSGT có được trưng dụng phương tiện giao thông của cá nhân để sử dụng hay không?
61d457773bf956d613a87f8dad66652c,2,1,"Toa xe vận tải hàng nguy hiểm và ga xếp, ga dỡ hàng nguy hiểm trên đường sắt được quy định như thế nào?"
6cdccc08b16c5096631b801b3d2e3824,2,1,Xuất bản phẩm điện tử được nộp lưu chiểu ở định dạng số thể hiện bằng hình thức nào?
6d535c6e5b885d3d7d7580176cab138b,3,1,Chi phí và lưu trữ hồ sơ trong lựa chọn nhà thầu tại cơ sở y tế công lập được quy định như thế nào?
6e10fbf8a8c928baf219828942c29083,2,1,việc lập hồ sơ giả mạo để chi ngân sách nhà nước chưa đến mức truy cứu trách nhiệm hình sự trong lĩnh vực kho bạc nhà nước có quy định như thế nào?
7a9bca6a641be44c73d4ec2b1a73195d,2,1,Sử dụng người chưa đủ 18 tuổi bán thuốc lá bị phạt bao nhiêu?
7b3dc66b694d9a12277de57919ec7df0,2,1,Với hành vi điều khiển xe máy khi chưa đủ tuổi sẽ bị xử phạt ra sao?
7fc8b45af380c73089af778b4045521a,2,1,Thẩm quyền thành lập Hội đồng thẩm định đề án đóng cửa mỏ khoáng sản được quy định như thế nào ?
808d9b40858bba05be7a191b182be2ef,2,1,Không đăng ký tạm trú cho khách nước ngoài phạt bao nhiêu tiền?
837d3cd7a7644e74348de8b61890a8e8,2,1,Phù hiệu kết hợp cấp hiệu học viên công an được quy định như thế nào?
8566fb9669f3c2086b9e5cea4306a162,3,1,"Cục Xuất bản, In và Phát hành có trách nhiệm gì trong việc thẩm định đề án và xác nhận đăng ký hoạt động xuất bản, phát hành"
867c7e09aeee3921755295c23511a16c,2,1,Quản lý và sử dụng phí tham quan Bảo tàng Dân tộc Việt Nam được quy định như thế nào?
8c92bda3b8b5c2e3822690129c85a0cf,2,1,Chức năng của Hội đồng tư vấn chuyên môn đánh giá nguyên nhân tai biến nặng trong quá trình sử dụng vắc xin cấp Bộ được quy định như thế nào?
8d93db79081b06d9c44645124206ab41,2,1,Mức chi phí đóng góp hoạt động của Hội đồng xổ số kiến thiết khu vực được quy định như thế nào?
9109df6033438a3cd059e655e8659bd3,3,1,Con làm bạn gãy tay thì phụ huynh có phải bồi thường?
914c93622bc33053f1f3a5baa51bda75,2,1,Trợ cấp phục viên một lần được tính như thế nào?
938b30bc1fefa4c44757ee2b621c0b2a,2,1,Nhiệm vụ của nhân viên quản lý chất lượng xét nghiệm được quy định như thế nào?
93a095b3bb5671b1c718b1c7b9d21a16,3,1,Tổ chức lựa chọn nhà thầu và bàn giao mặt bằng thi công nạo vét duy tu luồng đường thủy nội địa được quy định như thế nào?
9a6236defce2934e46a85e5d4c0e663b,2,1,Đấu thầu hạn chế trong lựa chọn nhà cung cấp thuốc được quy định như thế nào?
9bcc39fecf86baf6a44cf9a54b7e1aa6,2,1,Giáo viên đi học trung cấp chính trị có được trả lương không?
a0b0f3230df3e89059467b6ca0f1ef5a,2,1,Ai có thẩm quyền phê duyệt phương án xử lý tài sản là kết quả của nhiệm vụ khoa học và công nghệ được ngân sách hỗ trợ?
a0bc8ef92770b546ed517bd5e1d181eb,2,1,"Loại trừ yếu tố khách quan khi xác định quỹ tiền lương, thù lao trong doanh nghiệp nhà nước được quy định như thế nào?"
a0d2463a85cfb74adb6a9188de43b4fd,2,1,"Xây dựng, phê duyệt kế hoạch tiến hành thanh tra được quy định như thế nào?"
a7ebf3f8a5095bbc2656a52456dc053a,2,1,Công bố thông tin về mạng lưới tư vấn viên hỗ trợ doanh nghiệp nhỏ và vừa được quy định như thế nào?
b0e6fc3409181748c81fa69b8ba62dd1,2,1,Con cháu hai bên thông gia có được kết hôn với nhau?
b186b84e56199566dfcf3558822069af,2,1,Mức chi phí ủy quyền trả thưởng cho đại lý xổ số được quy định như thế nào?
b6b3b69681f9220ddce963beb0e754de,2,1,Người nước ngoài được sở hữu nhà tại Việt Nam trong bao lâu?
bb3548780bc9920ebcfad7db819017b8,2,1,Xây dựng trang trại nuôi lợn quy mô nhỏ cách chợ 100 m có đúng quy định không?
bb671bda0c9b7253f90919631c5d3f59,2,1,Đi học trung cấp lý luận chính trị có bị trừ lương?
bc01c1253b706bca23e1817453d66258,2,1,Bị đưa đi cai nghiện bắt buộc có được nhận thuốc điều trị HIV từ người thân gửi vào?
c00adac8afbfe5e18668afbab3e04e68,2,1,Phạt 30 triệu nếu sử dụng máy móc sản xuất thuốc lá mà không có giấy phép?
c05b44239470b97b70e030ac35c4d9c0,2,1,Chủ đầu tư yêu cầu làm rõ bằng cấp của nhân sự bên dự thầu có hợp lệ không?
c7efc7dd29ccb556641e763c2e028640,2,1,Không treo biển thông báo không bán thuốc lá cho người dưới 18 tuổi phạt 1 triệu được quy định như thế nào?
c8225fea4ac234426fa51ffe59fa4fc9,2,1,"Tiêu chí xây dựng, thực hiện đề án thuộc Chương trình cấp quốc gia về xúc tiến thương mại được quy định như thế nào?"
c8a98b88afc3a2a93a23fa637af6287c,2,1,Đối tượng không được hưởng lãi tiền gửi khi mở tài khoản tại kho bạc nhà nước được quy định như thế nào?
cb5085605a53c6b7e92eeed195e830d6,2,1,Nếu sử dụng NLĐ chưa đủ 18 tuổi sản xuất bia phạt bao nhiêu?
ccc8a9c0578fe49359cf50f5b8f56369,2,1,"Nguyên tắc áp dụng tiêu chuẩn, định mức diện tích công trình sự nghiệp thuộc cơ sở giáo dục nghề nghiệp được quy định như thế nào?"
ce4d950d75b32bd6eac6901835692337,2,1,"Quản lý và sử dụng Quỹ Thi đua, Khen thưởng ngành Văn hóa, Thể thao và Du lịch được quy định như thế nào?"
d67f16bc029a9bc3910b3ba155e2c6e8,2,1,Xây dựng Hồ sơ kết quả pháp điển hệ thống quy phạm pháp luật gửi thẩm định được quy định như thế nào?
d6e0c0d173c29804a3f36f20186f5690,2,1,Người cao tuổi có được bổ nhiệm Thừa phát lại hay không?
e078a9feaf0bd810306fe5a620bb4d68,2,1,Ca sĩ ăn mặc phản cảm biểu diễn trên sân khấu bị xử phạt thế nào?
ea7caf0428400d5019ab9766b3028114,2,1,Có được trồng hoa màu tại nơi có cột điện cao áp không?
eb7fbc1294ab2f26659838c99e7d4b67,2,1,Chính sách bệnh binh được giải quyết ra sao?
ef6cb73879cd6eabd1b4c52a1b4b17fe,2,1,Thương thảo hợp đồng lựa chọn nhà thầu cung cấp thuốc như thế nào?
f30078c94a40c573bb84b6251deda68b,3,1,"Việc quản lý phí, lệ phí trong thú y được quy định như thế nào?"
f325aa75928512a86ba754d33416a1ff,3,1,Quản lý và sử dụng phí bảo vệ môi trường đối với nước thải công nghiệp được quy định ra sao?
f781aba8f899d9e55def28224dd1bc9b,2,1,Đốt vàng mã có bị cấm không và mức xử lý đối với hành vi này?
fc54dafdc0dfbc12b9bd69d5ad27c710,2,1,Hội đồng thẩm định đề án đóng cửa mỏ khoáng sản là tổ chức như thế nào?
fd3196dc2056f426b75ca953e6b0c5da,2,1,Mượn xe gắn máy để tham gia giao thông có bị phạt do lỗi xe không chính chủ?
fd449421f9cbd7943362638b8915ad6c,2,1,Điều kiện để Kho bạc nhà nước lựa chọn các Ngân hàng thương mại để thực hiện gửi có kỳ hạn được quy định như thế nào?
ff8d04f95ab0468c693efd87902d591a,2,1,Lễ phục của sĩ quan Công an nhân dân được quy định như thế nào?
ff92ec7aa86b7418cea44b2906bae71c,2,1,Mức chi hoa hồng đại lý cho các đại lý xổ số được quy định như thế nào?
